p_score,p_acat,p_snp,p_pheWAS_mega_acat,p_pheWAS_mega_acat_p,p_pheWAS_meta_acat,p_pheWAS_meta_acat_p,p_asset_meta,p_oracle,p_oracle_uncorrelated,p_pheWAS_mega,p_pheWAS_meta,alpha,n_sims,num_sites,total_subjects,max_site,q,q_bin,q_con,intercept_only,flip_y,rm_gender,na_freq,maf,prevalence,num_pca,n_true_con,max_beta_con,direction_con,n_true_bin,max_beta_bin,direction_bin,beta_con,beta_bin,n_k,q_k,empirical_prev,no_case_rate
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.3151282051282051,Same -- Positive,4,0.3151282051282051,Same -- Positive,0.315128205128205/0.315128205128205/0.315128205128205/0.315128205128205,0.315128205128205/0.315128205128205/0.315128205128205/0.315128205128205,1000/1000/1000/1000/1000,8/7/6/5/8,0.318960175,0
1,1,1,1,1,1,1,NA,1,1,0.9995,0.9995,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.32384615384615384,Same -- Positive,1,0.32384615384615384,Same -- Positive,0.323846153846154/0/0/0,0.323846153846154/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318341125,0
0.1015,0.0835,0.1,0.1025,0.0875,0.103,0.0935,NA,0.1505,0.1155,0.0825,0.084,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.03615384615384615,Same -- Positive,3,0.03615384615384615,Same -- Positive,0.0361538461538462/0.0361538461538462/0/0,0.0361538461538462/0.0361538461538462/0.0361538461538462/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181045,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.32384615384615384,Same -- Positive,3,0.32384615384615384,Same -- Positive,0.323846153846154/0.323846153846154/0/0,0.323846153846154/0.323846153846154/0.323846153846154/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31889875,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.32384615384615384,Same -- Positive,4,0.32384615384615384,Same -- Positive,0.323846153846154/0.323846153846154/0.323846153846154/0.323846153846154,0.323846153846154/0.323846153846154/0.323846153846154/0.323846153846154,1000/1000/1000/1000/1000,8/7/6/5/8,0.3187815,0
0.9995,0.999,0.9995,0.9995,0.9995,0.9995,0.999,NA,1,1,0.9995,0.9995,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.33256410256410257,Same -- Positive,1,0.33256410256410257,Same -- Positive,0.332564102564103/0/0/0,0.332564102564103/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318105975,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.33256410256410257,Same -- Positive,3,0.33256410256410257,Same -- Positive,0.332564102564103/0.332564102564103/0/0,0.332564102564103/0.332564102564103/0.332564102564103/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31873825,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.33256410256410257,Same -- Positive,4,0.33256410256410257,Same -- Positive,0.332564102564103/0.332564102564103/0.332564102564103/0.332564102564103,0.332564102564103/0.332564102564103/0.332564102564103/0.332564102564103,1000/1000/1000/1000/1000,8/7/6/5/8,0.3190958,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.34128205128205125,Same -- Positive,1,0.34128205128205125,Same -- Positive,0.341282051282051/0/0/0,0.341282051282051/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3183268,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.34128205128205125,Same -- Positive,3,0.34128205128205125,Same -- Positive,0.341282051282051/0.341282051282051/0/0,0.341282051282051/0.341282051282051/0.341282051282051/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318842575,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.34128205128205125,Same -- Positive,4,0.34128205128205125,Same -- Positive,0.341282051282051/0.341282051282051/0.341282051282051/0.341282051282051,0.341282051282051/0.341282051282051/0.341282051282051/0.341282051282051,1000/1000/1000/1000/1000,8/7/6/5/8,0.3189708,0
1,1,1,1,1,0.9995,0.9995,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.35,Same -- Positive,1,0.35,Same -- Positive,0.35/0/0/0,0.35/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318152875,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.35,Same -- Positive,3,0.35,Same -- Positive,0.35/0.35/0/0,0.35/0.35/0.35/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3187035,0
0.104,0.0945,0.107,0.1515,0.1375,0.1505,0.141,NA,0.104,0.104,0.121,0.121,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.03615384615384615,Same -- Positive,4,0.03615384615384615,Same -- Positive,0.0361538461538462/0.0361538461538462/0.0361538461538462/0.0361538461538462,0.0361538461538462/0.0361538461538462/0.0361538461538462/0.0361538461538462,1000/1000/1000/1000/1000,8/7/6/5/8,0.318168375,0
1,1,1,1,1,1,1,NA,1,1,1,1,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.35,Same -- Positive,4,0.35,Same -- Positive,0.35/0.35/0.35/0.35,0.35/0.35/0.35/0.35,1000/1000/1000/1000/1000,8/7/6/5/8,0.3189397,0
0.0915,0.09,0.097,0.0905,0.0885,0.09,0.091,NA,0.1835,0.144,0.0815,0.082,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.04487179487179487,Same -- Positive,1,0.04487179487179487,Same -- Positive,0.0448717948717949/0/0/0,0.0448717948717949/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318014,0
0.136,0.118,0.136,0.1495,0.143,0.15,0.1405,NA,0.201,0.161,0.127,0.1285,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.04487179487179487,Same -- Positive,3,0.04487179487179487,Same -- Positive,0.0448717948717949/0.0448717948717949/0/0,0.0448717948717949/0.0448717948717949/0.0448717948717949/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318065875,0
0.1305,0.1075,0.1255,0.1955,0.172,0.1975,0.1755,NA,0.1305,0.1305,0.143,0.144,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.04487179487179487,Same -- Positive,4,0.04487179487179487,Same -- Positive,0.0448717948717949/0.0448717948717949/0.0448717948717949/0.0448717948717949,0.0448717948717949/0.0448717948717949/0.0448717948717949/0.0448717948717949,1000/1000/1000/1000/1000,8/7/6/5/8,0.318027825,0
0.113,0.112,0.1205,0.116,0.1085,0.1175,0.11,NA,0.2315,0.187,0.1035,0.103,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.05358974358974359,Same -- Positive,1,0.05358974358974359,Same -- Positive,0.0535897435897436/0/0/0,0.0535897435897436/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318217425,0
0.1695,0.1285,0.1695,0.17,0.1595,0.173,0.16,NA,0.239,0.196,0.136,0.134,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.05358974358974359,Same -- Positive,3,0.05358974358974359,Same -- Positive,0.0535897435897436/0.0535897435897436/0/0,0.0535897435897436/0.0535897435897436/0.0535897435897436/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318086075,0
0.194,0.1485,0.183,0.2585,0.235,0.2665,0.238,NA,0.194,0.194,0.1945,0.197,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.05358974358974359,Same -- Positive,4,0.05358974358974359,Same -- Positive,0.0535897435897436/0.0535897435897436/0.0535897435897436/0.0535897435897436,0.0535897435897436/0.0535897435897436/0.0535897435897436/0.0535897435897436,1000/1000/1000/1000/1000,8/7/6/5/8,0.3183187,0
0.144,0.1245,0.1435,0.125,0.1155,0.1265,0.119,NA,0.2735,0.229,0.1055,0.108,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.06230769230769231,Same -- Positive,1,0.06230769230769231,Same -- Positive,0.0623076923076923/0/0/0,0.0623076923076923/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31813065,0
0.0515,0.0545,0.0565,0.063,0.058,0.062,0.0545,NA,0.071,0.0525,0.0535,0.0525,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.01,Same -- Positive,3,0.01,Same -- Positive,0.01/0.01/0/0,0.01/0.01/0.01/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3178499,0
0.228,0.174,0.2285,0.227,0.2085,0.2295,0.2105,NA,0.325,0.2825,0.1755,0.1785,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.06230769230769231,Same -- Positive,3,0.06230769230769231,Same -- Positive,0.0623076923076923/0.0623076923076923/0/0,0.0623076923076923/0.0623076923076923/0.0623076923076923/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31798035,0
0.2465,0.182,0.232,0.329,0.292,0.3325,0.2925,NA,0.2465,0.2465,0.2375,0.236,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.06230769230769231,Same -- Positive,4,0.06230769230769231,Same -- Positive,0.0623076923076923/0.0623076923076923/0.0623076923076923/0.0623076923076923,0.0623076923076923/0.0623076923076923/0.0623076923076923/0.0623076923076923,1000/1000/1000/1000/1000,8/7/6/5/8,0.318075775,0
0.165,0.1615,0.1745,0.1605,0.146,0.1605,0.1455,NA,0.3285,0.2965,0.1395,0.14,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.07102564102564102,Same -- Positive,1,0.07102564102564102,Same -- Positive,0.071025641025641/0/0/0,0.071025641025641/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31819135,0
0.3015,0.2375,0.2855,0.3045,0.272,0.3045,0.2735,NA,0.4045,0.367,0.239,0.2375,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.07102564102564102,Same -- Positive,3,0.07102564102564102,Same -- Positive,0.071025641025641/0.071025641025641/0/0,0.071025641025641/0.071025641025641/0.071025641025641/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3182308,0
0.34,0.2455,0.32,0.4515,0.3935,0.4615,0.402,NA,0.34,0.34,0.3205,0.3265,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.07102564102564102,Same -- Positive,4,0.07102564102564102,Same -- Positive,0.071025641025641/0.071025641025641/0.071025641025641/0.071025641025641,0.071025641025641/0.071025641025641/0.071025641025641/0.071025641025641,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180322,0
0.2085,0.196,0.2145,0.187,0.1725,0.185,0.175,NA,0.378,0.349,0.1595,0.16,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.07974358974358974,Same -- Positive,1,0.07974358974358974,Same -- Positive,0.0797435897435897/0/0/0,0.0797435897435897/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318070675,0
0.3945,0.3005,0.3785,0.368,0.3385,0.372,0.34,NA,0.484,0.4515,0.2975,0.297,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.07974358974358974,Same -- Positive,3,0.07974358974358974,Same -- Positive,0.0797435897435897/0.0797435897435897/0/0,0.0797435897435897/0.0797435897435897/0.0797435897435897/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318268225,0
0.41,0.3025,0.387,0.5415,0.47,0.546,0.471,NA,0.41,0.41,0.3825,0.386,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.07974358974358974,Same -- Positive,4,0.07974358974358974,Same -- Positive,0.0797435897435897/0.0797435897435897/0.0797435897435897/0.0797435897435897,0.0797435897435897/0.0797435897435897/0.0797435897435897/0.0797435897435897,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181437,0
0.26,0.2375,0.271,0.225,0.2115,0.224,0.213,NA,0.46,0.428,0.2015,0.2025,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.08846153846153845,Same -- Positive,1,0.08846153846153845,Same -- Positive,0.0884615384615385/0/0/0,0.0884615384615385/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317883775,0
0.472,0.3725,0.4555,0.4595,0.413,0.4645,0.415,NA,0.563,0.537,0.359,0.3645,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.08846153846153845,Same -- Positive,3,0.08846153846153845,Same -- Positive,0.0884615384615385/0.0884615384615385/0/0,0.0884615384615385/0.0884615384615385/0.0884615384615385/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317988225,0
0.0435,0.0535,0.0505,0.056,0.049,0.0565,0.0485,NA,0.0435,0.0435,0.0475,0.048,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.01,Same -- Positive,4,0.01,Same -- Positive,0.01/0.01/0.01/0.01,0.01/0.01/0.01/0.01,1000/1000/1000/1000/1000,8/7/6/5/8,0.317820475,0
0.506,0.3755,0.484,0.6345,0.5735,0.637,0.574,NA,0.506,0.506,0.4705,0.471,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.08846153846153845,Same -- Positive,4,0.08846153846153845,Same -- Positive,0.0884615384615385/0.0884615384615385/0.0884615384615385/0.0884615384615385,0.0884615384615385/0.0884615384615385/0.0884615384615385/0.0884615384615385,1000/1000/1000/1000/1000,8/7/6/5/8,0.3181911,0
0.3265,0.293,0.329,0.278,0.2755,0.279,0.2755,NA,0.529,0.5095,0.254,0.251,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.09717948717948716,Same -- Positive,1,0.09717948717948716,Same -- Positive,0.0971794871794872/0/0/0,0.0971794871794872/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31812385,0
0.568,0.446,0.551,0.5565,0.51,0.5625,0.5115,NA,0.663,0.644,0.4375,0.449,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.09717948717948716,Same -- Positive,3,0.09717948717948716,Same -- Positive,0.0971794871794872/0.0971794871794872/0/0,0.0971794871794872/0.0971794871794872/0.0971794871794872/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318104975,0
0.6015,0.448,0.577,0.724,0.6625,0.732,0.671,NA,0.6015,0.6015,0.5575,0.562,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.09717948717948716,Same -- Positive,4,0.09717948717948716,Same -- Positive,0.0971794871794872/0.0971794871794872/0.0971794871794872/0.0971794871794872,0.0971794871794872/0.0971794871794872/0.0971794871794872/0.0971794871794872,1000/1000/1000/1000/1000,8/7/6/5/8,0.31812255,0
0.36,0.338,0.371,0.311,0.2975,0.3135,0.296,NA,0.571,0.56,0.2795,0.2825,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.10589743589743587,Same -- Positive,1,0.10589743589743587,Same -- Positive,0.105897435897436/0/0/0,0.105897435897436/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317955375,0
0.6735,0.5265,0.645,0.6355,0.584,0.634,0.583,NA,0.7465,0.7375,0.5145,0.516,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.10589743589743587,Same -- Positive,3,0.10589743589743587,Same -- Positive,0.105897435897436/0.105897435897436/0/0,0.105897435897436/0.105897435897436/0.105897435897436/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318046175,0
0.6965,0.5165,0.662,0.797,0.7345,0.798,0.7375,NA,0.6965,0.6965,0.621,0.6245,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.10589743589743587,Same -- Positive,4,0.10589743589743587,Same -- Positive,0.105897435897436/0.105897435897436/0.105897435897436/0.105897435897436,0.105897435897436/0.105897435897436/0.105897435897436/0.105897435897436,1000/1000/1000/1000/1000,8/7/6/5/8,0.318201175,0
0.4275,0.4045,0.435,0.3615,0.3535,0.3635,0.3565,NA,0.662,0.64,0.3345,0.337,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.1146153846153846,Same -- Positive,1,0.1146153846153846,Same -- Positive,0.114615384615385/0/0/0,0.114615384615385/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.317934425,0
0.7435,0.5935,0.7175,0.7045,0.6435,0.704,0.6535,NA,0.811,0.797,0.5775,0.577,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.1146153846153846,Same -- Positive,3,0.1146153846153846,Same -- Positive,0.114615384615385/0.114615384615385/0/0,0.114615384615385/0.114615384615385/0.114615384615385/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.3180452,0
0.777,0.596,0.7415,0.868,0.8185,0.869,0.819,NA,0.777,0.777,0.7135,0.713,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.1146153846153846,Same -- Positive,4,0.1146153846153846,Same -- Positive,0.114615384615385/0.114615384615385/0.114615384615385/0.114615384615385,0.114615384615385/0.114615384615385/0.114615384615385/0.114615384615385,1000/1000/1000/1000/1000,8/7/6/5/8,0.318050125,0
0.0645,0.058,0.064,0.067,0.0605,0.064,0.0585,NA,0.098,0.072,0.055,0.054,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.01871794871794872,Same -- Positive,1,0.01871794871794872,Same -- Positive,0.0187179487179487/0/0/0,0.0187179487179487/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31803965,0
0.4735,0.4505,0.489,0.413,0.394,0.4225,0.3945,NA,0.714,0.7035,0.374,0.375,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.12333333333333332,Same -- Positive,1,0.12333333333333332,Same -- Positive,0.123333333333333/0/0/0,0.123333333333333/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31789535,0
0.8265,0.6715,0.796,0.774,0.719,0.781,0.7265,NA,0.864,0.862,0.643,0.649,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.12333333333333332,Same -- Positive,3,0.12333333333333332,Same -- Positive,0.123333333333333/0.123333333333333/0/0,0.123333333333333/0.123333333333333/0.123333333333333/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.318040125,0
0.8405,0.6845,0.8265,0.907,0.871,0.9095,0.873,NA,0.8405,0.8405,0.776,0.778,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.12333333333333332,Same -- Positive,4,0.12333333333333332,Same -- Positive,0.123333333333333/0.123333333333333/0.123333333333333/0.123333333333333,0.123333333333333/0.123333333333333/0.123333333333333/0.123333333333333,1000/1000/1000/1000/1000,8/7/6/5/8,0.31811665,0
0.543,0.513,0.558,0.4855,0.4675,0.49,0.473,NA,0.773,0.7695,0.438,0.4395,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.13205128205128203,Same -- Positive,1,0.13205128205128203,Same -- Positive,0.132051282051282/0/0/0,0.132051282051282/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31806325,0
0.885,0.7625,0.8665,0.852,0.815,0.8535,0.821,NA,0.9165,0.917,0.7365,0.738,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.13205128205128203,Same -- Positive,3,0.13205128205128203,Same -- Positive,0.132051282051282/0.132051282051282/0/0,0.132051282051282/0.132051282051282/0.132051282051282/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31807775,0
0.8965,0.754,0.88,0.9405,0.9125,0.941,0.916,NA,0.8965,0.8965,0.836,0.8375,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.13205128205128203,Same -- Positive,4,0.13205128205128203,Same -- Positive,0.132051282051282/0.132051282051282/0.132051282051282/0.132051282051282,0.132051282051282/0.132051282051282/0.132051282051282/0.132051282051282,1000/1000/1000/1000/1000,8/7/6/5/8,0.3183149,0
0.6005,0.589,0.6225,0.5515,0.5355,0.546,0.537,NA,0.8245,0.8255,0.51,0.5135,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,1,0.14076923076923076,Same -- Positive,1,0.14076923076923076,Same -- Positive,0.140769230769231/0/0/0,0.140769230769231/0/0/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31786185,0
0.919,0.818,0.901,0.9,0.8705,0.901,0.8705,NA,0.943,0.9445,0.8015,0.8015,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,2,0.14076923076923076,Same -- Positive,3,0.14076923076923076,Same -- Positive,0.140769230769231/0.140769230769231/0/0,0.140769230769231/0.140769230769231/0.140769230769231/0,1000/1000/1000/1000/1000,8/7/6/5/8,0.31824575,0
0.9415,0.8315,0.928,0.975,0.9535,0.975,0.953,NA,0.9415,0.9415,0.899,0.899,0.05,2000,5,5000,1000,8,4,4,FALSE,FALSE,FALSE,0.1,0.2,0.3,4,4,0.14076923076923076,Same -- Positive,4,0.14076923076923076,Same -- Positive,0.140769230769231/0.140769230769231/0.140769230769231/0.140769230769231,0.140769230769231/0.140769230769231/0.140769230769231/0.140769230769231,1000/1000/1000/1000/1000,8/7/6/5/8,0.318195325,0
